$IMPOS,1000,5,4,4,1,1,17,0,0,
$NEW SESSION
$DATE,010608,
$GPS,2700,A,03830.1416,S,14513.9301,E,0.01,034329.600,52.5
$GPS,2710,A,03830.1416,S,14513.9301,E,0.01,034329.700,52.5
$GPS,2720,A,03830.1416,S,14513.9301,E,0.01,034329.800,52.5
$GPS,2730,A,03830.1416,S,14513.9301,E,0.03,034329.900,52.5
$GPS,2740,A,03830.1416,S,14513.9301,E,0.02,034330.000,52.5
$GPS,2750,A,03830.1416,S,14513.9301,E,0.01,034330.100,52.5
$GPS,2760,A,03830.1416,S,14513.9301,E,0.02,034330.200,52.5
$GPS,2770,A,03830.1416,S,14513.9301,E,0.01,034330.300,52.5
$GPS,2780,A,03830.1416,S,14513.9301,E,0.02,034330.400,52.5
$GPS,2790,A,03830.1416,S,14513.9301,E,0.01,034330.500,52.5
$GPS,2800,A,03830.1416,S,14513.9301,E,0.02,034330.600,52.5
$GPS,2810,A,03830.1416,S,14513.9301,E,0.02,034330.700,52.5
$GPS,2820,A,03830.1416,S,14513.9301,E,0.01,034330.800,52.5
$GPS,2830,A,03830.1416,S,14513.9301,E,0.01,034330.900,52.5
$GPS,2840,A,03830.1416,S,14513.9301,E,0.01,034331.000,52.5
$GPS,2850,A,03830.1416,S,14513.9301,E,0.01,034331.100,52.5
$GPS,2860,A,03830.1416,S,14513.9301,E,0.01,034331.200,52.5
$GPS,2870,A,03830.1416,S,14513.9301,E,0.04,034331.300,52.5
$GPS,2880,A,03830.1415,S,14513.9301,E,0.01,034331.400,52.5
$GPS,2890,A,03830.1415,S,14513.9301,E,0.01,034331.500,52.5
$GPS,2900,A,03830.1415,S,14513.9301,E,0.05,034331.600,52.5
$GPS,2910,A,03830.1415,S,14513.9301,E,0.05,034331.700,52.5
$GPS,2920,A,03830.1415,S,14513.9301,E,0.05,034331.800,52.5
$GPS,2930,A,03830.1415,S,14513.9301,E,0.03,034331.900,52.5
$GPS,2940,A,03830.1415,S,14513.9301,E,0.03,034332.000,52.5
$GPS,2950,A,03830.1415,S,14513.9301,E,0.03,034332.100,52.5
$GPS,2960,A,03830.1415,S,14513.9301,E,0.02,034332.200,52.5
$GPS,2970,A,03830.1415,S,14513.9301,E,0.03,034332.300,52.5
$GPS,2980,A,03830.1415,S,14513.9301,E,0.03,034332.400,52.5
$GPS,2990,A,03830.1415,S,14513.9301,E,0.03,034332.500,52.5
$GPS,3000,A,03830.1415,S,14513.9301,E,0.02,034332.600,52.5
$GPS,3010,A,03830.1415,S,14513.9301,E,0.02,034332.700,52.5
$GPS,3020,A,03830.1415,S,14513.9301,E,0.03,034332.800,52.5
$GPS,3030,A,03830.1415,S,14513.9301,E,0.02,034332.900,52.5
$GPS,3040,A,03830.1415,S,14513.9301,E,0.03,034333.000,52.5
$GPS,3050,A,03830.1415,S,14513.9301,E,0.05,034333.100,52.5
$GPS,3060,A,03830.1415,S,14513.9301,E,0.03,034333.200,52.5
$GPS,3070,A,03830.1415,S,14513.9301,E,0.01,034333.300,52.5
$GPS,3080,A,03830.1415,S,14513.9301,E,0.00,034333.400,52.5
$GPS,3090,A,03830.1415,S,14513.9301,E,0.02,034333.500,52.5
$GPS,3100,A,03830.1415,S,14513.9302,E,0.03,034333.600,52.5
$GPS,3110,A,03830.1416,S,14513.9302,E,0.01,034333.700,52.5
$GPS,3120,A,03830.1416,S,14513.9302,E,0.01,034333.800,52.5
$GPS,3130,A,03830.1416,S,14513.9302,E,0.02,034333.900,52.5
